"year","ccode","id","age","housing_costs","earnings","benefits","employment_status","skill_level"
2016,"E08000026",12261,41,0.0,0.0,0.0,0,1
2015,"E08000026",12262,40,0.0,0.0,0.0,0,1
2016,"E08000026",12262,41,0.0,0.0,0.0,0,1
2017,"E08000026",12262,42,0.0,0.0,0.0,0,1
2015,"E08000026",12263,40,0.0,0.0,0.0,0,4
2016,"E08000026",12263,41,0.0,0.0,0.0,0,4
2017,"E08000026",12263,42,0.0,0.0,0.0,0,4
2015,"E08000026",12264,40,0.0,0.0,0.0,0,4
2016,"E08000026",12264,41,0.0,0.0,0.0,0,4
2015,"E08000026",12265,40,0.0,0.0,0.0,0,4
2016,"E08000026",12265,41,0.0,0.0,0.0,0,4
2015,"E08000026",12266,40,0.0,0.0,0.0,0,1
2015,"E08000026",12268,40,0.0,0.0,0.0,0,1
2016,"E08000026",12268,41,0.0,0.0,0.0,0,1
2015,"E08000026",12270,40,0.0,0.0,0.0,0,4
2016,"E08000026",12270,41,0.0,0.0,0.0,0,4
2015,"E08000026",12271,40,0.0,0.0,0.0,0,2
2016,"E08000026",12271,41,0.0,0.0,0.0,0,2
2015,"E08000026",12272,40,0.0,0.0,0.0,0,2
2016,"E08000026",12272,41,0.0,0.0,0.0,0,2
2017,"E08000026",12272,42,0.0,0.0,0.0,0,2
2015,"E08000026",12273,40,0.0,0.0,0.0,0,2
2015,"E08000026",12274,40,0.0,0.0,0.0,0,3
2016,"E08000026",12274,41,0.0,0.0,0.0,0,3
2017,"E08000026",12274,42,0.0,0.0,0.0,0,3
2016,"E08000026",12275,40,0.0,0.0,0.0,0,5
2017,"E08000026",12275,41,0.0,0.0,0.0,0,5
2018,"E08000026",12275,42,0.0,0.0,0.0,0,5
2016,"E08000026",12276,40,0.0,0.0,0.0,0,1
2017,"E08000026",12276,41,0.0,0.0,0.0,0,1
2016,"E08000026",12278,40,0.0,0.0,0.0,0,3
2016,"E08000026",12279,40,0.0,0.0,0.0,0,3
2017,"E08000026",12279,41,0.0,0.0,0.0,0,3
2018,"E08000026",12279,42,0.0,0.0,0.0,0,3
2016,"E08000026",12282,40,0.0,0.0,0.0,0,2
2017,"E08000026",12282,41,0.0,0.0,0.0,0,2
2018,"E08000026",12282,42,0.0,0.0,0.0,0,2
2016,"E08000026",12283,40,0.0,0.0,0.0,0,4
2017,"E08000026",12283,41,0.0,0.0,0.0,0,4
2018,"E08000026",12283,42,0.0,0.0,0.0,0,4
2016,"E08000026",12285,40,0.0,0.0,0.0,0,2
2016,"E08000026",12286,40,0.0,0.0,0.0,0,3
2016,"E08000026",12287,40,0.0,0.0,0.0,0,3
2016,"E08000026",12290,40,0.0,0.0,0.0,0,2
2017,"E08000026",12290,41,0.0,0.0,0.0,0,2
2018,"E08000026",12290,42,0.0,0.0,0.0,0,2
2017,"E08000026",12291,40,0.0,0.0,0.0,0,3
2018,"E08000026",12291,41,0.0,0.0,0.0,0,3
2019,"E08000026",12291,42,0.0,0.0,0.0,0,3
2017,"E08000026",12293,40,0.0,0.0,0.0,0,3
2017,"E08000026",12294,40,0.0,0.0,0.0,0,1
2018,"E08000026",12294,41,0.0,0.0,0.0,0,1
2019,"E08000026",12294,42,0.0,0.0,0.0,0,1
2017,"E08000026",12296,40,0.0,0.0,0.0,0,2
2017,"E08000026",12298,40,0.0,0.0,0.0,0,5
2017,"E08000026",12299,40,0.0,0.0,0.0,0,1
2018,"E08000026",12299,41,0.0,0.0,0.0,0,1
2019,"E08000026",12299,42,0.0,0.0,0.0,0,1
2017,"E08000026",12301,40,0.0,0.0,0.0,0,3
2017,"E08000026",12302,40,0.0,0.0,0.0,0,3
2018,"E08000026",12302,41,0.0,0.0,0.0,0,3
2017,"E08000026",12303,40,0.0,0.0,0.0,0,2
2018,"E08000026",12303,41,0.0,0.0,0.0,0,2
2019,"E08000026",12303,42,0.0,0.0,0.0,0,2
2017,"E08000026",12305,40,0.0,0.0,0.0,0,3
2018,"E08000026",12305,41,0.0,0.0,0.0,0,3
2018,"E08000026",12307,40,0.0,0.0,0.0,0,2
2018,"E08000026",12308,40,0.0,0.0,0.0,0,2
2019,"E08000026",12308,41,0.0,0.0,0.0,0,2
2020,"E08000026",12308,42,0.0,0.0,0.0,0,2
2018,"E08000026",12309,40,0.0,0.0,0.0,0,2
2019,"E08000026",12309,41,0.0,0.0,0.0,0,2
2020,"E08000026",12309,42,0.0,0.0,0.0,0,2
2018,"E08000026",12310,40,0.0,0.0,0.0,0,3
2018,"E08000026",12311,40,0.0,0.0,0.0,0,2
2019,"E08000026",12311,41,0.0,0.0,0.0,0,2
2018,"E08000026",12312,40,0.0,0.0,0.0,0,2
2019,"E08000026",12312,41,0.0,0.0,0.0,0,2
2018,"E08000026",12314,40,0.0,0.0,0.0,0,3
2019,"E08000026",12314,41,0.0,0.0,0.0,0,3
2020,"E08000026",12314,42,0.0,0.0,0.0,0,3
2018,"E08000026",12315,40,0.0,0.0,0.0,0,5
2019,"E08000026",12315,41,0.0,0.0,0.0,0,5
2018,"E08000026",12316,40,0.0,0.0,0.0,0,1
2019,"E08000026",12316,41,0.0,0.0,0.0,0,1
2018,"E08000026",12318,40,0.0,0.0,0.0,0,2
2019,"E08000026",12318,41,0.0,0.0,0.0,0,2
2020,"E08000026",12318,42,0.0,0.0,0.0,0,2
2018,"E08000026",12319,40,0.0,0.0,0.0,0,2
2018,"E08000026",12320,40,0.0,0.0,0.0,0,2
2019,"E08000026",12320,41,0.0,0.0,0.0,0,2
2020,"E08000026",12320,42,0.0,0.0,0.0,0,2
2018,"E08000026",12322,40,0.0,0.0,0.0,0,2
2019,"E08000026",12322,41,0.0,0.0,0.0,0,2
2020,"E08000026",12322,42,0.0,0.0,0.0,0,2
2019,"E08000026",12323,40,0.0,0.0,0.0,0,3
2019,"E08000026",12324,40,0.0,0.0,0.0,0,2
2020,"E08000026",12324,41,0.0,0.0,0.0,0,2
2021,"E08000026",12324,42,0.0,0.0,0.0,0,2
2019,"E08000026",12325,40,0.0,0.0,0.0,0,2
2020,"E08000026",12325,41,0.0,0.0,0.0,0,2
2021,"E08000026",12325,42,0.0,0.0,0.0,0,2
2019,"E08000026",12326,40,0.0,0.0,0.0,0,2
2020,"E08000026",12326,41,0.0,0.0,0.0,0,2
2019,"E08000026",12327,40,0.0,0.0,0.0,0,5
2020,"E08000026",12327,41,0.0,0.0,0.0,0,5
2019,"E08000026",12334,40,0.0,0.0,0.0,0,2
2020,"E08000026",12334,41,0.0,0.0,0.0,0,2
2021,"E08000026",12334,42,0.0,0.0,0.0,0,2
2019,"E08000026",12337,40,0.0,0.0,0.0,0,2
2020,"E08000026",12337,41,0.0,0.0,0.0,0,2
2021,"E08000026",12337,42,0.0,0.0,0.0,0,2
2019,"E08000026",12338,40,0.0,0.0,0.0,0,5
2020,"E08000026",12338,41,0.0,0.0,0.0,0,5
2021,"E08000026",12338,42,0.0,0.0,0.0,0,5
2019,"E08000026",12339,40,0.0,0.0,0.0,0,2
2020,"E08000026",12342,40,0.0,0.0,0.0,0,3
2021,"E08000026",12342,41,0.0,0.0,0.0,0,3
2020,"E08000026",12344,40,0.0,0.0,0.0,0,3
2021,"E08000026",12344,41,0.0,0.0,0.0,0,3
2022,"E08000026",12344,42,0.0,0.0,0.0,0,3
2020,"E08000026",12347,40,0.0,0.0,0.0,0,1
2021,"E08000026",12347,41,0.0,0.0,0.0,0,1
2020,"E08000026",12349,40,0.0,0.0,0.0,0,4
2021,"E08000026",12349,41,0.0,0.0,0.0,0,4
2020,"E08000026",12350,40,0.0,0.0,0.0,0,4
2021,"E08000026",12350,41,0.0,0.0,0.0,0,4
2020,"E08000026",12352,40,0.0,0.0,0.0,0,1
2021,"E08000026",12352,41,0.0,0.0,0.0,0,1
2020,"E08000026",12353,40,0.0,0.0,0.0,0,2
2021,"E08000026",12353,41,0.0,0.0,0.0,0,2
2022,"E08000026",12353,42,0.0,0.0,0.0,0,2
2021,"E08000026",12362,40,0.0,0.0,0.0,0,1
2022,"E08000026",12362,41,0.0,0.0,0.0,0,1
2023,"E08000026",12362,42,0.0,0.0,0.0,0,1
2021,"E08000026",12363,40,0.0,0.0,0.0,0,5
2022,"E08000026",12363,41,0.0,0.0,0.0,0,5
2023,"E08000026",12363,42,0.0,0.0,0.0,0,5
2021,"E08000026",12367,40,0.0,0.0,0.0,0,2
2022,"E08000026",12367,41,0.0,0.0,0.0,0,2
2023,"E08000026",12367,42,0.0,0.0,0.0,0,2
2021,"E08000026",12368,40,0.0,0.0,0.0,0,1
2021,"E08000026",12369,40,0.0,0.0,0.0,0,1
2022,"E08000026",12369,41,0.0,0.0,0.0,0,1
2021,"E08000026",12371,40,0.0,0.0,0.0,0,1
2022,"E08000026",12371,41,0.0,0.0,0.0,0,1
2021,"E08000026",12372,40,0.0,0.0,0.0,0,1
2022,"E08000026",12372,41,0.0,0.0,0.0,0,1
2023,"E08000026",12372,42,0.0,0.0,0.0,0,1
2021,"E08000026",12373,40,0.0,0.0,0.0,0,2
2022,"E08000026",12373,41,0.0,0.0,0.0,0,2
2022,"E08000026",12374,40,0.0,0.0,0.0,0,2
2023,"E08000026",12374,41,0.0,0.0,0.0,0,2
2024,"E08000026",12374,42,0.0,0.0,0.0,0,2
2022,"E08000026",12376,40,0.0,0.0,0.0,0,1
2023,"E08000026",12376,41,0.0,0.0,0.0,0,1
2022,"E08000026",12378,40,0.0,0.0,0.0,0,4
2022,"E08000026",12379,40,0.0,0.0,0.0,0,3
2023,"E08000026",12379,41,0.0,0.0,0.0,0,3
2022,"E08000026",12380,40,0.0,0.0,0.0,0,3
2022,"E08000026",12381,40,0.0,0.0,0.0,0,2
2023,"E08000026",12381,41,0.0,0.0,0.0,0,2
2024,"E08000026",12381,42,0.0,0.0,0.0,0,2
2022,"E08000026",12382,40,0.0,0.0,0.0,0,2
2022,"E08000026",12384,40,0.0,0.0,0.0,0,2
2023,"E08000026",12384,41,0.0,0.0,0.0,0,2
2022,"E08000026",12385,40,0.0,0.0,0.0,0,5
2023,"E08000026",12385,41,0.0,0.0,0.0,0,5
2024,"E08000026",12385,42,0.0,0.0,0.0,0,5
2022,"E08000026",12387,40,0.0,0.0,0.0,0,3
2023,"E08000026",12387,41,0.0,0.0,0.0,0,3
2022,"E08000026",12388,40,0.0,0.0,0.0,0,5
2023,"E08000026",12388,41,0.0,0.0,0.0,0,5
2024,"E08000026",12388,42,0.0,0.0,0.0,0,5
2022,"E08000026",12389,40,0.0,0.0,0.0,0,2
2022,"E08000026",12390,40,0.0,0.0,0.0,0,3
2023,"E08000026",12390,41,0.0,0.0,0.0,0,3
2024,"E08000026",12390,42,0.0,0.0,0.0,0,3
2023,"E08000026",12391,40,0.0,0.0,0.0,0,2
2024,"E08000026",12391,41,0.0,0.0,0.0,0,2
2025,"E08000026",12391,42,0.0,0.0,0.0,0,2
2023,"E08000026",12392,40,0.0,0.0,0.0,0,5
2024,"E08000026",12392,41,0.0,0.0,0.0,0,5
2023,"E08000026",12394,40,0.0,0.0,0.0,0,5
2024,"E08000026",12394,41,0.0,0.0,0.0,0,5
2025,"E08000026",12394,42,0.0,0.0,0.0,0,5
2023,"E08000026",12396,40,0.0,0.0,0.0,0,4
2024,"E08000026",12396,41,0.0,0.0,0.0,0,4
2025,"E08000026",12396,42,0.0,0.0,0.0,0,4
2023,"E08000026",12397,40,0.0,0.0,0.0,0,2
2024,"E08000026",12397,41,0.0,0.0,0.0,0,2
2025,"E08000026",12397,42,0.0,0.0,0.0,0,2
2023,"E08000026",12399,40,0.0,0.0,0.0,0,3
2024,"E08000026",12399,41,0.0,0.0,0.0,0,3
2025,"E08000026",12399,42,0.0,0.0,0.0,0,3
2023,"E08000026",12401,40,0.0,0.0,0.0,0,2
2023,"E08000026",12403,40,0.0,0.0,0.0,0,5
2024,"E08000026",12403,41,0.0,0.0,0.0,0,5
2025,"E08000026",12403,42,0.0,0.0,0.0,0,5
2023,"E08000026",12405,40,0.0,0.0,0.0,0,4
2024,"E08000026",12405,41,0.0,0.0,0.0,0,4
2025,"E08000026",12405,42,0.0,0.0,0.0,0,4
2023,"E08000026",12406,40,0.0,0.0,0.0,0,3
2023,"E08000026",12407,40,0.0,0.0,0.0,0,2
2024,"E08000026",12407,41,0.0,0.0,0.0,0,2
2025,"E08000026",12407,42,0.0,0.0,0.0,0,2
2024,"E08000026",12408,40,0.0,0.0,0.0,0,4
2024,"E08000026",12410,40,0.0,0.0,0.0,0,1
2024,"E08000026",12413,40,0.0,0.0,0.0,0,3
2025,"E08000026",12413,41,0.0,0.0,0.0,0,3
2024,"E08000026",12415,40,0.0,0.0,0.0,0,5
2025,"E08000026",12415,41,0.0,0.0,0.0,0,5
2024,"E08000026",12417,40,0.0,0.0,0.0,0,2
2025,"E08000026",12417,41,0.0,0.0,0.0,0,2
2026,"E08000026",12417,42,0.0,0.0,0.0,0,2
2024,"E08000026",12418,40,0.0,0.0,0.0,0,4
2024,"E08000026",12419,40,0.0,0.0,0.0,0,2
2024,"E08000026",12420,40,0.0,0.0,0.0,0,2
2024,"E08000026",12421,40,0.0,0.0,0.0,0,3
2025,"E08000026",12421,41,0.0,0.0,0.0,0,3
2026,"E08000026",12421,42,0.0,0.0,0.0,0,3
2024,"E08000026",12422,40,0.0,0.0,0.0,0,2
2025,"E08000026",12422,41,0.0,0.0,0.0,0,2
2024,"E08000026",12423,40,0.0,0.0,0.0,0,2
2024,"E08000026",12424,40,0.0,0.0,0.0,0,2
2025,"E08000026",12426,40,0.0,0.0,0.0,0,2
2026,"E08000026",12426,41,0.0,0.0,0.0,0,2
2027,"E08000026",12426,42,0.0,0.0,0.0,0,2
2025,"E08000026",12427,40,0.0,0.0,0.0,0,3
2026,"E08000026",12427,41,0.0,0.0,0.0,0,3
2027,"E08000026",12427,42,0.0,0.0,0.0,0,3
2025,"E08000026",12429,40,0.0,0.0,0.0,0,2
2026,"E08000026",12429,41,0.0,0.0,0.0,0,2
2027,"E08000026",12429,42,0.0,0.0,0.0,0,2
2025,"E08000026",12430,40,0.0,0.0,0.0,0,1
2025,"E08000026",12432,40,0.0,0.0,0.0,0,3
2026,"E08000026",12432,41,0.0,0.0,0.0,0,3
2025,"E08000026",12434,40,0.0,0.0,0.0,0,2
2026,"E08000026",12434,41,0.0,0.0,0.0,0,2
2027,"E08000026",12434,42,0.0,0.0,0.0,0,2
2025,"E08000026",12437,40,0.0,0.0,0.0,0,2
2026,"E08000026",12437,41,0.0,0.0,0.0,0,2
2025,"E08000026",12438,40,0.0,0.0,0.0,0,4
2026,"E08000026",12438,41,0.0,0.0,0.0,0,4
2027,"E08000026",12438,42,0.0,0.0,0.0,0,4
2025,"E08000026",12439,40,0.0,0.0,0.0,0,3
2026,"E08000026",12439,41,0.0,0.0,0.0,0,3
2025,"E08000026",12440,40,0.0,0.0,0.0,0,5
2025,"E08000026",12441,40,0.0,0.0,0.0,0,2
2026,"E08000026",12441,41,0.0,0.0,0.0,0,2
2025,"E08000026",12443,40,0.0,0.0,0.0,0,2
2026,"E08000026",12443,41,0.0,0.0,0.0,0,2
2015,"E08000027",12444,40,0.0,0.0,0.0,0,3
2016,"E08000027",12444,41,0.0,0.0,0.0,0,3
2015,"E08000027",12446,40,0.0,0.0,0.0,0,3
2016,"E08000027",12446,41,0.0,0.0,0.0,0,3
2015,"E08000027",12447,40,0.0,0.0,0.0,0,2
2016,"E08000027",12447,41,0.0,0.0,0.0,0,2
2015,"E08000027",12448,40,0.0,0.0,0.0,0,1
2016,"E08000027",12448,41,0.0,0.0,0.0,0,1
2015,"E08000027",12449,40,0.0,0.0,0.0,0,3
2016,"E08000027",12449,41,0.0,0.0,0.0,0,3
2015,"E08000027",12454,40,0.0,0.0,0.0,0,1
2016,"E08000027",12454,41,0.0,0.0,0.0,0,1
2015,"E08000027",12455,40,0.0,0.0,0.0,0,1
2016,"E08000027",12455,41,0.0,0.0,0.0,0,1
2015,"E08000027",12458,40,0.0,0.0,0.0,0,2
2016,"E08000027",12458,41,0.0,0.0,0.0,0,2
2015,"E08000027",12459,40,0.0,0.0,0.0,0,4
2016,"E08000027",12459,41,0.0,0.0,0.0,0,4
2015,"E08000027",12460,40,0.0,0.0,0.0,0,2
2016,"E08000027",12460,41,0.0,0.0,0.0,0,2
2015,"E08000027",12461,40,0.0,0.0,0.0,0,2
2016,"E08000027",12461,41,0.0,0.0,0.0,0,2
2015,"E08000027",12462,40,0.0,0.0,0.0,0,2
2016,"E08000027",12462,41,0.0,0.0,0.0,0,2
2015,"E08000027",12464,40,0.0,0.0,0.0,0,1
2016,"E08000027",12464,41,0.0,0.0,0.0,0,1
2016,"E08000027",12467,40,0.0,0.0,0.0,0,5
2017,"E08000027",12467,41,0.0,0.0,0.0,0,5
2016,"E08000027",12468,40,0.0,0.0,0.0,0,3
2017,"E08000027",12468,41,0.0,0.0,0.0,0,3
2018,"E08000027",12468,42,0.0,0.0,0.0,0,3
2016,"E08000027",12469,40,0.0,0.0,0.0,0,2
2017,"E08000027",12469,41,0.0,0.0,0.0,0,2
2016,"E08000027",12475,40,0.0,0.0,0.0,0,3
2016,"E08000027",12476,40,0.0,0.0,0.0,0,1
2017,"E08000027",12476,41,0.0,0.0,0.0,0,1
2016,"E08000027",12478,40,0.0,0.0,0.0,0,3
2017,"E08000027",12478,41,0.0,0.0,0.0,0,3
2016,"E08000027",12481,40,0.0,0.0,0.0,0,2
2017,"E08000027",12481,41,0.0,0.0,0.0,0,2
2016,"E08000027",12483,40,0.0,0.0,0.0,0,5
2017,"E08000027",12483,41,0.0,0.0,0.0,0,5
2018,"E08000027",12483,42,0.0,0.0,0.0,0,5
2016,"E08000027",12484,40,0.0,0.0,0.0,0,1
2017,"E08000027",12484,41,0.0,0.0,0.0,0,1
2018,"E08000027",12484,42,0.0,0.0,0.0,0,1
2016,"E08000027",12485,40,0.0,0.0,0.0,0,3
2017,"E08000027",12485,41,0.0,0.0,0.0,0,3
2017,"E08000027",12488,40,0.0,0.0,0.0,0,3
2018,"E08000027",12488,41,0.0,0.0,0.0,0,3
2017,"E08000027",12489,40,0.0,0.0,0.0,0,1
2018,"E08000027",12489,41,0.0,0.0,0.0,0,1
2017,"E08000027",12496,40,0.0,0.0,0.0,0,4
2018,"E08000027",12496,41,0.0,0.0,0.0,0,4
2017,"E08000027",12497,40,0.0,0.0,0.0,0,3
2018,"E08000027",12497,41,0.0,0.0,0.0,0,3
2019,"E08000027",12497,42,0.0,0.0,0.0,0,3
2017,"E08000027",12503,40,0.0,0.0,0.0,0,3
2018,"E08000027",12503,41,0.0,0.0,0.0,0,3
2019,"E08000027",12503,42,0.0,0.0,0.0,0,3
2017,"E08000027",12504,40,0.0,0.0,0.0,0,2
2017,"E08000027",12505,40,0.0,0.0,0.0,0,4
2018,"E08000027",12505,41,0.0,0.0,0.0,0,4
2019,"E08000027",12505,42,0.0,0.0,0.0,0,4
2018,"E08000027",12507,40,0.0,0.0,0.0,0,3
2019,"E08000027",12507,41,0.0,0.0,0.0,0,3
2018,"E08000027",12509,40,0.0,0.0,0.0,0,3
2019,"E08000027",12509,41,0.0,0.0,0.0,0,3
2018,"E08000027",12511,40,0.0,0.0,0.0,0,4
2019,"E08000027",12511,41,0.0,0.0,0.0,0,4
2020,"E08000027",12511,42,0.0,0.0,0.0,0,4
2018,"E08000027",12514,40,0.0,0.0,0.0,0,2
2019,"E08000027",12514,41,0.0,0.0,0.0,0,2
2018,"E08000027",12516,40,0.0,0.0,0.0,0,2
2019,"E08000027",12516,41,0.0,0.0,0.0,0,2
2018,"E08000027",12517,40,0.0,0.0,0.0,0,5
2019,"E08000027",12517,41,0.0,0.0,0.0,0,5
2020,"E08000027",12517,42,0.0,0.0,0.0,0,5
2018,"E08000027",12518,40,0.0,0.0,0.0,0,1
2019,"E08000027",12518,41,0.0,0.0,0.0,0,1
2018,"E08000027",12519,40,0.0,0.0,0.0,0,1
2018,"E08000027",12523,40,0.0,0.0,0.0,0,1
2019,"E08000027",12523,41,0.0,0.0,0.0,0,1
2018,"E08000027",12524,40,0.0,0.0,0.0,0,3
2019,"E08000027",12524,41,0.0,0.0,0.0,0,3
2020,"E08000027",12524,42,0.0,0.0,0.0,0,3
2018,"E08000027",12526,40,0.0,0.0,0.0,0,5
2019,"E08000027",12526,41,0.0,0.0,0.0,0,5
2018,"E08000027",12527,40,0.0,0.0,0.0,0,2
2019,"E08000027",12527,41,0.0,0.0,0.0,0,2
2019,"E08000027",12530,40,0.0,0.0,0.0,0,2
2020,"E08000027",12530,41,0.0,0.0,0.0,0,2
2019,"E08000027",12531,40,0.0,0.0,0.0,0,5
2020,"E08000027",12531,41,0.0,0.0,0.0,0,5
2019,"E08000027",12534,40,0.0,0.0,0.0,0,1
2019,"E08000027",12539,40,0.0,0.0,0.0,0,2
2020,"E08000027",12539,41,0.0,0.0,0.0,0,2
2021,"E08000027",12539,42,0.0,0.0,0.0,0,2
2019,"E08000027",12541,40,0.0,0.0,0.0,0,3
2020,"E08000027",12541,41,0.0,0.0,0.0,0,3
2019,"E08000027",12542,40,0.0,0.0,0.0,0,4
2020,"E08000027",12542,41,0.0,0.0,0.0,0,4
2019,"E08000027",12544,40,0.0,0.0,0.0,0,3
2020,"E08000027",12544,41,0.0,0.0,0.0,0,3
2020,"E08000027",12552,40,0.0,0.0,0.0,0,3
2021,"E08000027",12552,41,0.0,0.0,0.0,0,3
2020,"E08000027",12555,40,0.0,0.0,0.0,0,1
2021,"E08000027",12555,41,0.0,0.0,0.0,0,1
2022,"E08000027",12555,42,0.0,0.0,0.0,0,1
2020,"E08000027",12557,40,0.0,0.0,0.0,0,4
2021,"E08000027",12557,41,0.0,0.0,0.0,0,4
2020,"E08000027",12558,40,0.0,0.0,0.0,0,2
2020,"E08000027",12560,40,0.0,0.0,0.0,0,2
2021,"E08000027",12560,41,0.0,0.0,0.0,0,2
2020,"E08000027",12561,40,0.0,0.0,0.0,0,5
2021,"E08000027",12561,41,0.0,0.0,0.0,0,5
2020,"E08000027",12562,40,0.0,0.0,0.0,0,2
2021,"E08000027",12562,41,0.0,0.0,0.0,0,2
2020,"E08000027",12565,40,0.0,0.0,0.0,0,3
2021,"E08000027",12565,41,0.0,0.0,0.0,0,3
2022,"E08000027",12565,42,0.0,0.0,0.0,0,3
2021,"E08000027",12570,40,0.0,0.0,0.0,0,2
2022,"E08000027",12570,41,0.0,0.0,0.0,0,2
2021,"E08000027",12571,40,0.0,0.0,0.0,0,2
2022,"E08000027",12571,41,0.0,0.0,0.0,0,2
2021,"E08000027",12572,40,0.0,0.0,0.0,0,3
2022,"E08000027",12572,41,0.0,0.0,0.0,0,3
2021,"E08000027",12578,40,0.0,0.0,0.0,0,1
2022,"E08000027",12578,41,0.0,0.0,0.0,0,1
2021,"E08000027",12580,40,0.0,0.0,0.0,0,3
2022,"E08000027",12580,41,0.0,0.0,0.0,0,3
2021,"E08000027",12581,40,0.0,0.0,0.0,0,4
2022,"E08000027",12581,41,0.0,0.0,0.0,0,4
2021,"E08000027",12584,40,0.0,0.0,0.0,0,3
2022,"E08000027",12584,41,0.0,0.0,0.0,0,3
2021,"E08000027",12588,40,0.0,0.0,0.0,0,5
2022,"E08000027",12588,41,0.0,0.0,0.0,0,5
2022,"E08000027",12591,40,0.0,0.0,0.0,0,1
2023,"E08000027",12591,41,0.0,0.0,0.0,0,1
2022,"E08000027",12592,40,0.0,0.0,0.0,0,2
2022,"E08000027",12593,40,0.0,0.0,0.0,0,5
2023,"E08000027",12593,41,0.0,0.0,0.0,0,5
2022,"E08000027",12594,40,0.0,0.0,0.0,0,5
2023,"E08000027",12594,41,0.0,0.0,0.0,0,5
2022,"E08000027",12595,40,0.0,0.0,0.0,0,3
2023,"E08000027",12595,41,0.0,0.0,0.0,0,3
2024,"E08000027",12595,42,0.0,0.0,0.0,0,3
2022,"E08000027",12596,40,0.0,0.0,0.0,0,4
2023,"E08000027",12596,41,0.0,0.0,0.0,0,4
2024,"E08000027",12596,42,0.0,0.0,0.0,0,4
2022,"E08000027",12600,40,0.0,0.0,0.0,0,3
2023,"E08000027",12600,41,0.0,0.0,0.0,0,3
2022,"E08000027",12601,40,0.0,0.0,0.0,0,4
2023,"E08000027",12601,41,0.0,0.0,0.0,0,4
2022,"E08000027",12602,40,0.0,0.0,0.0,0,3
2023,"E08000027",12602,41,0.0,0.0,0.0,0,3
2022,"E08000027",12604,40,0.0,0.0,0.0,0,3
2023,"E08000027",12604,41,0.0,0.0,0.0,0,3
2024,"E08000027",12604,42,0.0,0.0,0.0,0,3
2022,"E08000027",12605,40,0.0,0.0,0.0,0,5
2023,"E08000027",12605,41,0.0,0.0,0.0,0,5
2022,"E08000027",12606,40,0.0,0.0,0.0,0,1
2023,"E08000027",12606,41,0.0,0.0,0.0,0,1
2022,"E08000027",12607,40,0.0,0.0,0.0,0,1
2023,"E08000027",12607,41,0.0,0.0,0.0,0,1
2024,"E08000027",12607,42,0.0,0.0,0.0,0,1
2022,"E08000027",12608,40,0.0,0.0,0.0,0,3
2023,"E08000027",12608,41,0.0,0.0,0.0,0,3
2022,"E08000027",12609,40,0.0,0.0,0.0,0,5
2023,"E08000027",12609,41,0.0,0.0,0.0,0,5
2022,"E08000027",12610,40,0.0,0.0,0.0,0,1
2023,"E08000027",12610,41,0.0,0.0,0.0,0,1
2024,"E08000027",12610,42,0.0,0.0,0.0,0,1
2022,"E08000027",12612,40,0.0,0.0,0.0,0,3
2023,"E08000027",12612,41,0.0,0.0,0.0,0,3
2023,"E08000027",12613,40,0.0,0.0,0.0,0,2
2023,"E08000027",12616,40,0.0,0.0,0.0,0,3
2024,"E08000027",12616,41,0.0,0.0,0.0,0,3
2025,"E08000027",12616,42,0.0,0.0,0.0,0,3
2023,"E08000027",12617,40,0.0,0.0,0.0,0,2
2024,"E08000027",12617,41,0.0,0.0,0.0,0,2
2023,"E08000027",12618,40,0.0,0.0,0.0,0,3
2024,"E08000027",12618,41,0.0,0.0,0.0,0,3
2023,"E08000027",12621,40,0.0,0.0,0.0,0,3
2024,"E08000027",12621,41,0.0,0.0,0.0,0,3
2025,"E08000027",12621,42,0.0,0.0,0.0,0,3
2023,"E08000027",12622,40,0.0,0.0,0.0,0,2
2024,"E08000027",12622,41,0.0,0.0,0.0,0,2
2023,"E08000027",12626,40,0.0,0.0,0.0,0,2
2024,"E08000027",12626,41,0.0,0.0,0.0,0,2
2023,"E08000027",12627,40,0.0,0.0,0.0,0,1
2024,"E08000027",12627,41,0.0,0.0,0.0,0,1
2023,"E08000027",12628,40,0.0,0.0,0.0,0,2
2024,"E08000027",12628,41,0.0,0.0,0.0,0,2
2023,"E08000027",12630,40,0.0,0.0,0.0,0,4
2024,"E08000027",12630,41,0.0,0.0,0.0,0,4
2023,"E08000027",12633,40,0.0,0.0,0.0,0,2
2024,"E08000027",12633,41,0.0,0.0,0.0,0,2
2024,"E08000027",12636,40,0.0,0.0,0.0,0,1
2025,"E08000027",12636,41,0.0,0.0,0.0,0,1
2024,"E08000027",12639,40,0.0,0.0,0.0,0,4
2025,"E08000027",12639,41,0.0,0.0,0.0,0,4
2024,"E08000027",12640,40,0.0,0.0,0.0,0,3
2025,"E08000027",12640,41,0.0,0.0,0.0,0,3
2024,"E08000027",12641,40,0.0,0.0,0.0,0,2
2024,"E08000027",12646,40,0.0,0.0,0.0,0,3
2024,"E08000027",12649,40,0.0,0.0,0.0,0,2
2025,"E08000027",12649,41,0.0,0.0,0.0,0,2
2024,"E08000027",12651,40,0.0,0.0,0.0,0,2
2025,"E08000027",12651,41,0.0,0.0,0.0,0,2
2026,"E08000027",12651,42,0.0,0.0,0.0,0,2
2024,"E08000027",12652,40,0.0,0.0,0.0,0,2
2025,"E08000027",12652,41,0.0,0.0,0.0,0,2
